OrderID,OrderDate,CustomerID,Country,Channel,MarketingChannel,OrderStatus,ProductID,ProductName,Category,Quantity,UnitPrice,UnitCost,Discount,SalesAmount,CostAmount,MarketingSpend,ShippingTimeDays,ShippingCost,ProfitAmount,ReturnFlag,CustomerSegment
ORD101052,2025-01-11 23:56:18,CUST1653,United States,Web,PPC,Returned,P1023,Blender,Home,2,11.51,8.44,0.05,21.87,16.88,2.25,2,3.3,-0.56,1,Loyal
ORD101108,2025-01-13 10:07:39,CUST1830,Nigeria,Mobile,Organic,Completed,P1031,Sunscreen,Beauty,1,77.05,42.59,0.0,77.05,42.59,0.86,3,3.05,30.55,0,Returning
ORD100201,2025-01-13 22:48:14,CUST1439,Canada,Mobile,Organic,Completed,P1003,Sneakers,Apparel,2,70.46,37.29,0.0,140.92,74.58,0.68,1,2.31,63.35,0,Returning
ORD100870,2025-01-14 04:40:31,CUST1441,India,Web,Email,Returned,P1009,Blouse,Apparel,1,50.85,38.96,0.0,50.85,38.96,5.59,7,9.27,-2.97,1,Returning
ORD100870,2025-01-14 04:40:31,CUST1441,India,Web,Email,Returned,P1039,Hand Cream,Beauty,2,43.94,28.52,0.05,83.49,57.04,0.24,3,3.78,22.43,1,Returning
ORD100998,2025-01-14 10:28:22,CUST1760,Brazil,Web,Organic,Completed,P1017,Mouse,Electronics,1,126.28,89.75,0.05,119.97,89.75,0.23,5,4.27,25.72,0,New
ORD100499,2025-01-14 20:03:33,CUST1205,United Kingdom,Web,Organic,Completed,P1027,Rug,Home,1,47.51,22.45,0.0,47.51,22.45,0.2,1,2.67,22.19,0,Loyal
ORD100499,2025-01-14 20:03:33,CUST1205,United Kingdom,Web,Organic,Completed,P1001,Hoodie,Apparel,1,37.23,22.43,0.0,37.23,22.43,0.32,3,5.14,9.34,0,Loyal
ORD100156,2025-01-15 07:53:00,CUST1774,Nigeria,Web,PPC,Completed,P1010,Wireless Headphones,Electronics,1,110.73,81.74,0.0,110.73,81.74,1.49,2,3.22,24.28,0,New
ORD100560,2025-01-15 10:05:51,CUST1639,Canada,Web,Organic,Completed,P1016,Keyboard,Electronics,1,99.74,78.33,0.0,99.74,78.33,0.89,3,4.89,15.63,0,Returning
ORD100758,2025-01-15 20:01:09,CUST1420,India,Mobile,Organic,Completed,P1033,Perfume,Beauty,1,18.85,13.37,0.05,17.91,13.37,0.97,3,3.87,-0.3,0,Returning
ORD100027,2025-01-16 10:27:38,CUST1523,Nigeria,Mobile,Organic,Completed,P1031,Sunscreen,Beauty,1,77.05,48.69,0.15,65.49,48.69,0.81,4,5.67,10.32,0,Returning
ORD100941,2025-01-16 14:54:57,CUST1259,United Kingdom,Mobile,Organic,Completed,P1025,Curtain,Home,1,42.22,30.58,0.0,42.22,30.58,0.32,1,2.93,8.39,0,Returning
ORD100941,2025-01-16 14:54:57,CUST1259,United Kingdom,Mobile,Organic,Completed,P1025,Curtain,Home,1,42.22,27.25,0.0,42.22,27.25,0.86,3,4.65,9.46,0,Returning
ORD100941,2025-01-16 14:54:57,CUST1259,United Kingdom,Mobile,Organic,Completed,P1008,Skirt,Apparel,1,30.61,21.71,0.15,26.02,21.71,0.75,5,7.01,-3.45,0,Returning
ORD100941,2025-01-16 14:54:57,CUST1259,United Kingdom,Mobile,Organic,Completed,P1030,Moisturizer,Beauty,1,27.97,18.8,0.05,26.57,18.8,0.77,3,3.33,3.67,0,Returning
ORD100654,2025-01-16 19:27:04,CUST1563,United States,Web,Social,Completed,P1017,Mouse,Electronics,1,126.28,68.06,0.0,126.28,68.06,2.55,4,5.7,49.97,0,Returning
ORD100282,2025-01-18 04:06:24,CUST1673,Germany,Mobile,Email,Cancelled,P1010,Wireless Headphones,Electronics,1,110.73,85.33,0.0,110.73,85.33,4.57,7,5.82,15.01,0,Returning
ORD100238,2025-01-19 02:35:57,CUST1095,United States,App,Social,Completed,P1011,Bluetooth Speaker,Electronics,1,110.69,75.13,0.1,99.62,75.13,3.64,2,3.38,17.47,0,Loyal
ORD100238,2025-01-19 02:35:57,CUST1095,United States,App,Social,Completed,P1006,Socks,Apparel,1,71.58,33.55,0.05,68.0,33.55,1.99,5,7.88,24.58,0,Loyal
ORD101030,2025-01-19 11:35:59,CUST1404,France,Mobile,Organic,Completed,P1009,Blouse,Apparel,2,50.85,36.26,0.0,101.7,72.52,0.11,1,2.88,26.19,0,Returning
ORD101132,2025-01-20 05:12:52,CUST1214,Nigeria,Web,Organic,Completed,P1030,Moisturizer,Beauty,1,27.97,12.89,0.1,25.17,12.89,0.73,1,2.95,8.6,0,Returning
ORD100643,2025-01-20 07:44:47,CUST1053,India,Mobile,Social,Completed,P1013,Phone Case,Electronics,1,81.73,60.09,0.05,77.64,60.09,5.47,1,2.44,9.64,0,New
ORD100643,2025-01-20 07:44:47,CUST1053,India,Mobile,Social,Completed,P1002,Jeans,Apparel,2,52.95,24.23,0.0,105.9,48.46,2.35,1,2.68,52.41,0,New
ORD100129,2025-01-21 11:25:08,CUST1778,United Kingdom,Web,Organic,Completed,P1035,Conditioner,Beauty,2,15.58,8.36,0.1,28.04,16.72,0.1,3,3.68,7.54,0,Returning
ORD100753,2025-01-21 22:17:31,CUST1210,Nigeria,Web,PPC,Completed,P1031,Sunscreen,Beauty,2,77.05,51.45,0.0,154.1,102.9,4.43,1,3.07,43.7,0,Returning
ORD100753,2025-01-21 22:17:31,CUST1210,Nigeria,Web,PPC,Completed,P1026,Desk Lamp,Home,1,16.98,7.66,0.05,16.13,7.66,1.11,2,4.23,3.13,0,Returning
ORD100348,2025-01-22 03:33:42,CUST1213,France,Mobile,Organic,Completed,P1025,Curtain,Home,2,42.22,19.62,0.0,84.44,39.24,0.94,5,5.84,38.42,0,New
ORD100795,2025-01-23 01:51:06,CUST1566,United Kingdom,Mobile,PPC,Returned,P1000,T-Shirt,Apparel,2,49.93,35.5,0.0,99.86,71.0,5.55,7,4.93,18.38,1,Returning
ORD100795,2025-01-23 01:51:06,CUST1566,United Kingdom,Mobile,PPC,Returned,P1001,Hoodie,Apparel,1,37.23,23.52,0.0,37.23,23.52,0.98,3,3.93,8.8,1,Returning
ORD100795,2025-01-23 01:51:06,CUST1566,United Kingdom,Mobile,PPC,Returned,P1009,Blouse,Apparel,1,50.85,31.13,0.1,45.76,31.13,3.44,3,4.43,6.76,1,Returning
ORD101147,2025-01-26 00:16:40,CUST1750,United States,Mobile,Organic,Completed,P1026,Desk Lamp,Home,1,16.98,12.18,0.1,15.28,12.18,0.53,2,2.72,-0.15,0,Returning
ORD101147,2025-01-26 00:16:40,CUST1750,United States,Mobile,Organic,Completed,P1001,Hoodie,Apparel,2,37.23,20.24,0.0,74.46,40.48,0.15,3,3.08,30.75,0,Returning
ORD101147,2025-01-26 00:16:40,CUST1750,United States,Mobile,Organic,Completed,P1009,Blouse,Apparel,1,50.85,39.45,0.0,50.85,39.45,0.52,1,2.64,8.24,0,Returning
ORD100550,2025-01-27 04:33:34,CUST1290,United States,Web,Organic,Completed,P1035,Conditioner,Beauty,2,15.58,7.14,0.1,28.04,14.28,0.89,1,2.79,10.08,0,Returning
ORD100090,2025-01-28 20:01:05,CUST1764,France,Web,Email,Completed,P1008,Skirt,Apparel,1,30.61,17.25,0.05,29.08,17.25,5.65,10,10.37,-4.19,0,New
ORD100872,2025-01-30 02:53:58,CUST1443,Spain,Mobile,PPC,Completed,P1016,Keyboard,Electronics,1,99.74,51.37,0.1,89.77,51.37,3.01,3,3.02,32.37,0,New
ORD100872,2025-01-30 02:53:58,CUST1443,Spain,Mobile,PPC,Completed,P1029,Storage Box,Home,1,34.17,21.82,0.1,30.75,21.82,4.76,2,3.85,0.32,0,New
ORD100872,2025-01-30 02:53:58,CUST1443,Spain,Mobile,PPC,Completed,P1010,Wireless Headphones,Electronics,1,110.73,51.72,0.1,99.66,51.72,3.44,1,2.49,42.01,0,New
ORD100872,2025-01-30 02:53:58,CUST1443,Spain,Mobile,PPC,Completed,P1026,Desk Lamp,Home,1,16.98,13.2,0.05,16.13,13.2,1.65,10,11.2,-9.92,0,New
ORD100809,2025-01-30 03:08:55,CUST1034,India,Web,Organic,Completed,P1031,Sunscreen,Beauty,1,77.05,48.95,0.0,77.05,48.95,0.39,1,2.68,25.03,0,Returning
ORD100829,2025-01-30 17:38:58,CUST1155,Nigeria,Web,Organic,Completed,P1037,Face Mask,Beauty,2,0.81,0.59,0.0,1.62,1.18,0.43,5,6.85,-6.84,0,Returning
ORD100829,2025-01-30 17:38:58,CUST1155,Nigeria,Web,Organic,Completed,P1029,Storage Box,Home,1,34.17,18.99,0.15,29.04,18.99,0.46,4,3.56,6.03,0,Returning
ORD100638,2025-01-30 23:46:24,CUST1669,Canada,Web,Social,Completed,P1037,Face Mask,Beauty,1,0.81,0.57,0.05,0.77,0.57,5.62,1,2.97,-8.39,0,Returning
ORD100638,2025-01-30 23:46:24,CUST1669,Canada,Web,Social,Completed,P1034,Shampoo,Beauty,1,56.45,27.69,0.0,56.45,27.69,0.53,5,3.9,24.33,0,Returning
ORD100759,2025-02-01 02:12:58,CUST1977,United Kingdom,Web,Organic,Completed,P1020,Coffee Maker,Home,1,69.31,35.43,0.15,58.91,35.43,0.91,14,10.6,11.97,0,Returning
ORD100759,2025-02-01 02:12:58,CUST1977,United Kingdom,Web,Organic,Completed,P1027,Rug,Home,1,47.51,36.55,0.1,42.76,36.55,0.99,3,5.27,-0.05,0,Returning
ORD100259,2025-02-01 09:26:50,CUST1908,United States,Web,Organic,Completed,P1038,Body Lotion,Beauty,1,13.44,10.12,0.0,13.44,10.12,0.58,14,18.1,-15.36,0,New
ORD100259,2025-02-01 09:26:50,CUST1908,United States,Web,Organic,Completed,P1004,Cap,Apparel,1,35.32,16.77,0.1,31.79,16.77,0.89,2,3.5,10.63,0,New
ORD100259,2025-02-01 09:26:50,CUST1908,United States,Web,Organic,Completed,P1034,Shampoo,Beauty,1,56.45,42.54,0.0,56.45,42.54,0.38,3,3.71,9.82,0,New
ORD100183,2025-02-03 16:35:37,CUST1704,Germany,Web,Organic,Completed,P1033,Perfume,Beauty,2,18.85,9.17,0.0,37.7,18.34,0.42,10,13.66,5.28,0,Returning
ORD100183,2025-02-03 16:35:37,CUST1704,Germany,Web,Organic,Completed,P1010,Wireless Headphones,Electronics,2,110.73,69.22,0.2,177.17,138.44,0.34,7,4.25,34.14,0,Returning
ORD100845,2025-02-04 00:12:28,CUST1369,France,Web,Organic,Completed,P1014,Portable Charger,Electronics,1,85.5,46.07,0.1,76.95,46.07,0.92,1,2.85,27.11,0,Returning
ORD100017,2025-02-04 10:03:03,CUST1598,France,App,Email,Completed,P1003,Sneakers,Apparel,1,70.46,52.7,0.0,70.46,52.7,0.41,10,5.61,11.74,0,Returning
ORD100038,2025-02-04 23:34:51,CUST1617,India,Web,Organic,Completed,P1021,Air Fryer,Home,2,35.48,24.27,0.05,67.41,48.54,0.8,1,2.95,15.12,0,New
ORD101006,2025-02-07 04:39:20,CUST1083,France,Web,Social,Completed,P1007,Dress,Apparel,1,55.35,39.82,0.0,55.35,39.82,4.27,4,4.51,6.75,0,New
ORD101006,2025-02-07 04:39:20,CUST1083,France,Web,Social,Completed,P1022,Vacuum,Home,1,41.35,19.58,0.0,41.35,19.58,2.34,3,3.42,16.01,0,New
ORD101006,2025-02-07 04:39:20,CUST1083,France,Web,Social,Completed,P1026,Desk Lamp,Home,3,16.98,12.26,0.0,50.94,36.78,2.84,1,2.5,8.82,0,New
ORD100631,2025-02-08 00:42:37,CUST1808,Spain,Web,Email,Completed,P1004,Cap,Apparel,3,35.32,28.09,0.0,105.96,84.27,4.57,2,4.28,12.84,0,New
ORD100453,2025-02-09 08:44:39,CUST1555,Germany,Web,PPC,Completed,P1038,Body Lotion,Beauty,1,13.44,10.43,0.0,13.44,10.43,3.09,1,3.12,-3.2,0,Returning
ORD100453,2025-02-09 08:44:39,CUST1555,Germany,Web,PPC,Completed,P1014,Portable Charger,Electronics,1,85.5,49.37,0.0,85.5,49.37,0.31,3,3.93,31.89,0,Returning
ORD100106,2025-02-09 23:50:28,CUST1239,France,Web,Social,Completed,P1032,Lipstick,Beauty,1,39.73,22.99,0.0,39.73,22.99,5.68,7,10.3,0.76,0,Returning
ORD100528,2025-02-13 13:51:23,CUST1628,Nigeria,Mobile,Organic,Cancelled,P1034,Shampoo,Beauty,1,56.45,38.77,0.05,53.63,38.77,0.65,7,8.6,5.61,0,New
ORD100879,2025-02-13 14:18:52,CUST1946,United Kingdom,App,Organic,Completed,P1000,T-Shirt,Apparel,1,49.93,28.31,0.0,49.93,28.31,0.46,10,6.55,14.61,0,Returning
ORD100148,2025-02-14 06:11:39,CUST1876,Canada,Web,Email,Completed,P1027,Rug,Home,1,47.51,22.97,0.0,47.51,22.97,5.89,2,3.46,15.19,0,New
ORD100616,2025-02-14 07:39:05,CUST1061,Nigeria,Web,Organic,Completed,P1003,Sneakers,Apparel,2,70.46,37.58,0.0,140.92,75.16,0.73,10,13.9,51.13,0,Returning
ORD100785,2025-02-14 21:58:56,CUST1063,United States,Web,Social,Completed,P1036,Serum,Beauty,1,44.18,21.13,0.0,44.18,21.13,3.31,4,6.61,13.13,0,New
ORD100785,2025-02-14 21:58:56,CUST1063,United States,Web,Social,Completed,P1032,Lipstick,Beauty,1,39.73,31.09,0.1,35.76,31.09,3.59,1,2.85,-1.77,0,New
ORD100785,2025-02-14 21:58:56,CUST1063,United States,Web,Social,Completed,P1026,Desk Lamp,Home,1,16.98,12.19,0.0,16.98,12.19,0.21,2,4.37,0.21,0,New
ORD101010,2025-02-15 10:06:59,CUST1280,United Kingdom,Web,PPC,Completed,P1031,Sunscreen,Beauty,2,77.05,43.38,0.0,154.1,86.76,0.1,1,2.35,64.89,0,Returning
ORD100237,2025-02-15 21:14:10,CUST1462,Nigeria,Mobile,Organic,Cancelled,P1006,Socks,Apparel,2,71.58,34.07,0.0,143.16,68.14,0.17,2,3.28,71.57,0,Returning
ORD100250,2025-02-16 16:55:23,CUST1840,Nigeria,Mobile,Organic,Completed,P1001,Hoodie,Apparel,1,37.23,26.92,0.15,31.65,26.92,0.52,1,2.81,1.4,0,New
ORD100250,2025-02-16 16:55:23,CUST1840,Nigeria,Mobile,Organic,Completed,P1017,Mouse,Electronics,1,126.28,64.5,0.0,126.28,64.5,0.88,1,2.48,58.42,0,New
ORD100010,2025-02-17 17:49:08,CUST1131,Canada,App,Organic,Completed,P1016,Keyboard,Electronics,1,99.74,78.55,0.15,84.78,78.55,0.93,4,5.92,-0.62,0,Returning
ORD100902,2025-02-19 13:00:48,CUST1962,United Kingdom,App,Organic,Cancelled,P1004,Cap,Apparel,1,35.32,18.47,0.0,35.32,18.47,0.72,2,3.13,13.0,0,New
ORD100902,2025-02-19 13:00:48,CUST1962,United Kingdom,App,Organic,Cancelled,P1029,Storage Box,Home,1,34.17,24.55,0.05,32.46,24.55,0.02,3,4.8,3.09,0,New
ORD100050,2025-02-19 22:11:12,CUST1221,Australia,Web,PPC,Completed,P1033,Perfume,Beauty,1,18.85,14.95,0.05,17.91,14.95,5.0,10,7.67,-9.71,0,Returning
ORD100050,2025-02-19 22:11:12,CUST1221,Australia,Web,PPC,Completed,P1032,Lipstick,Beauty,1,39.73,22.9,0.05,37.74,22.9,1.81,14,15.12,-2.09,0,Returning
ORD100971,2025-02-19 22:51:04,CUST1247,United Kingdom,Web,PPC,Completed,P1018,Smart Light,Electronics,1,101.84,69.46,0.1,91.66,69.46,3.02,5,7.89,11.29,0,Returning
ORD100862,2025-02-20 04:25:49,CUST1334,India,Mobile,PPC,Completed,P1027,Rug,Home,1,47.51,22.57,0.0,47.51,22.57,2.93,2,3.93,18.08,0,Loyal
ORD100002,2025-02-20 10:06:05,CUST1389,Nigeria,Mobile,PPC,Completed,P1039,Hand Cream,Beauty,2,43.94,28.26,0.05,83.49,56.52,4.98,3,4.57,17.42,0,Loyal
ORD100002,2025-02-20 10:06:05,CUST1389,Nigeria,Mobile,PPC,Completed,P1028,Cutlery Set,Home,2,27.99,17.85,0.0,55.98,35.7,5.84,1,2.64,11.8,0,Loyal
ORD100939,2025-02-21 07:23:37,CUST1688,Australia,Mobile,Social,Completed,P1018,Smart Light,Electronics,1,101.84,68.89,0.05,96.75,68.89,2.64,1,2.71,22.51,0,New
ORD100939,2025-02-21 07:23:37,CUST1688,Australia,Mobile,Social,Completed,P1011,Bluetooth Speaker,Electronics,2,110.69,83.26,0.0,221.38,166.52,0.22,1,2.66,51.98,0,New
ORD101103,2025-02-23 17:29:32,CUST1125,France,Mobile,PPC,Completed,P1032,Lipstick,Beauty,2,39.73,20.33,0.1,71.51,40.66,4.84,1,2.79,23.22,0,New
ORD100952,2025-02-23 17:43:37,CUST1322,India,App,Organic,Completed,P1035,Conditioner,Beauty,2,15.58,9.27,0.1,28.04,18.54,0.16,2,2.95,6.39,0,Returning
ORD100952,2025-02-23 17:43:37,CUST1322,India,App,Organic,Completed,P1021,Air Fryer,Home,2,35.48,25.59,0.0,70.96,51.18,0.07,7,4.5,15.21,0,Returning
ORD100523,2025-02-24 18:11:26,CUST1942,Nigeria,Mobile,PPC,Completed,P1036,Serum,Beauty,2,44.18,30.42,0.0,88.36,60.84,4.08,1,2.65,20.79,0,Loyal
ORD100523,2025-02-24 18:11:26,CUST1942,Nigeria,Mobile,PPC,Completed,P1030,Moisturizer,Beauty,1,27.97,14.09,0.2,22.38,14.09,0.49,3,5.14,2.66,0,Loyal
ORD100523,2025-02-24 18:11:26,CUST1942,Nigeria,Mobile,PPC,Completed,P1001,Hoodie,Apparel,2,37.23,24.45,0.0,74.46,48.9,5.71,1,3.05,16.8,0,Loyal
ORD101162,2025-02-25 06:16:57,CUST1348,United Kingdom,Mobile,Email,Completed,P1039,Hand Cream,Beauty,1,43.94,27.24,0.0,43.94,27.24,5.08,1,2.68,8.94,0,Returning
ORD100972,2025-02-25 06:46:20,CUST1044,Germany,App,Organic,Returned,P1020,Coffee Maker,Home,1,69.31,39.68,0.0,69.31,39.68,0.2,1,2.88,26.55,1,Returning
ORD100972,2025-02-25 06:46:20,CUST1044,Germany,App,Organic,Returned,P1016,Keyboard,Electronics,1,99.74,67.85,0.05,94.75,67.85,0.44,1,3.08,23.38,1,Returning
ORD100972,2025-02-25 06:46:20,CUST1044,Germany,App,Organic,Returned,P1015,Webcam,Electronics,1,108.75,51.36,0.05,103.31,51.36,0.18,3,3.42,48.35,1,Returning
ORD100972,2025-02-25 06:46:20,CUST1044,Germany,App,Organic,Returned,P1018,Smart Light,Electronics,1,101.84,59.78,0.0,101.84,59.78,0.15,1,2.56,39.35,1,Returning
ORD100392,2025-02-25 09:20:23,CUST1919,United Kingdom,Web,Email,Completed,P1003,Sneakers,Apparel,1,70.46,35.03,0.05,66.94,35.03,4.17,2,3.09,24.65,0,New
ORD100408,2025-02-25 11:38:36,CUST1130,France,Web,PPC,Completed,P1019,Fitness Band,Electronics,1,91.75,43.57,0.05,87.16,43.57,1.81,4,4.86,36.92,0,Returning
ORD100486,2025-02-25 14:06:07,CUST1256,France,Web,Social,Completed,P1006,Socks,Apparel,1,71.58,53.01,0.0,71.58,53.01,2.99,1,2.32,13.26,0,Returning
ORD101125,2025-02-25 22:49:35,CUST1429,Germany,Web,Organic,Completed,P1035,Conditioner,Beauty,2,15.58,11.18,0.1,28.04,22.36,0.25,1,3.02,2.41,0,Loyal
ORD100182,2025-02-26 07:42:42,CUST1363,Nigeria,Mobile,PPC,Completed,P1001,Hoodie,Apparel,1,37.23,29.35,0.0,37.23,29.35,1.99,4,6.07,-0.18,0,New
ORD100182,2025-02-26 07:42:42,CUST1363,Nigeria,Mobile,PPC,Completed,P1022,Vacuum,Home,1,41.35,20.14,0.0,41.35,20.14,0.59,1,2.5,18.12,0,New
ORD100388,2025-02-26 22:03:26,CUST1315,United States,Mobile,Email,Completed,P1038,Body Lotion,Beauty,2,13.44,7.24,0.0,26.88,14.48,2.75,2,4.14,5.51,0,Returning
ORD100388,2025-02-26 22:03:26,CUST1315,United States,Mobile,Email,Completed,P1016,Keyboard,Electronics,2,99.74,49.48,0.0,199.48,98.96,1.22,1,2.86,96.44,0,Returning
ORD100378,2025-02-27 04:41:59,CUST1578,India,Web,PPC,Completed,P1025,Curtain,Home,1,42.22,30.31,0.05,40.11,30.31,5.28,4,4.69,-0.17,0,Returning
ORD100378,2025-02-27 04:41:59,CUST1578,India,Web,PPC,Completed,P1007,Dress,Apparel,1,55.35,31.06,0.0,55.35,31.06,5.28,1,2.95,16.06,0,Returning
ORD100378,2025-02-27 04:41:59,CUST1578,India,Web,PPC,Completed,P1039,Hand Cream,Beauty,2,43.94,26.1,0.0,87.88,52.2,2.66,14,17.97,15.05,0,Returning
ORD100141,2025-02-28 09:45:13,CUST1706,Australia,Web,Organic,Completed,P1020,Coffee Maker,Home,1,69.31,37.82,0.05,65.84,37.82,0.12,1,2.91,24.99,0,New
ORD100141,2025-02-28 09:45:13,CUST1706,Australia,Web,Organic,Completed,P1012,Smart Watch,Electronics,2,124.84,72.77,0.0,249.68,145.54,0.98,5,7.18,95.98,0,New
ORD100141,2025-02-28 09:45:13,CUST1706,Australia,Web,Organic,Completed,P1034,Shampoo,Beauty,1,56.45,44.26,0.1,50.81,44.26,0.8,3,3.68,2.07,0,New
ORD100640,2025-02-28 11:51:43,CUST1956,Brazil,Web,PPC,Completed,P1012,Smart Watch,Electronics,1,124.84,79.7,0.05,118.6,79.7,2.76,3,3.29,32.85,0,New
ORD100234,2025-02-28 18:02:11,CUST1616,United States,Mobile,PPC,Completed,P1028,Cutlery Set,Home,1,27.99,15.99,0.05,26.59,15.99,1.92,1,2.87,5.81,0,Returning
ORD100234,2025-02-28 18:02:11,CUST1616,United States,Mobile,PPC,Completed,P1023,Blender,Home,1,11.51,7.18,0.0,11.51,7.18,1.99,2,2.74,-0.4,0,Returning
ORD101168,2025-03-01 16:56:19,CUST1583,Germany,App,Organic,Completed,P1003,Sneakers,Apparel,2,70.46,36.27,0.05,133.87,72.54,0.78,1,3.04,57.51,0,Returning
ORD100935,2025-03-01 20:38:30,CUST1237,Canada,Web,Organic,Completed,P1012,Smart Watch,Electronics,1,124.84,59.25,0.0,124.84,59.25,0.98,7,9.84,54.77,0,Returning
ORD100935,2025-03-01 20:38:30,CUST1237,Canada,Web,Organic,Completed,P1018,Smart Light,Electronics,2,101.84,58.0,0.0,203.68,116.0,0.27,1,3.19,84.22,0,Returning
ORD100403,2025-03-02 14:42:07,CUST1279,Nigeria,Web,Organic,Completed,P1031,Sunscreen,Beauty,1,77.05,40.24,0.05,73.2,40.24,0.35,2,3.17,29.44,0,Returning
ORD100403,2025-03-02 14:42:07,CUST1279,Nigeria,Web,Organic,Completed,P1021,Air Fryer,Home,1,35.48,17.72,0.0,35.48,17.72,0.7,1,2.55,14.51,0,Returning
ORD100426,2025-03-02 21:47:15,CUST1751,Canada,Mobile,Email,Cancelled,P1016,Keyboard,Electronics,1,99.74,47.26,0.0,99.74,47.26,2.47,7,7.41,42.6,0,Returning
ORD100426,2025-03-02 21:47:15,CUST1751,Canada,Mobile,Email,Cancelled,P1010,Wireless Headphones,Electronics,1,110.73,61.97,0.0,110.73,61.97,0.06,4,3.23,45.47,0,Returning
ORD100326,2025-03-05 14:43:29,CUST1918,Germany,Web,Organic,Completed,P1018,Smart Light,Electronics,1,101.84,81.27,0.1,91.66,81.27,0.68,1,2.51,7.2,0,Returning
ORD101038,2025-03-05 23:51:41,CUST1927,Nigeria,Web,Organic,Completed,P1032,Lipstick,Beauty,1,39.73,25.99,0.0,39.73,25.99,0.49,2,3.88,9.37,0,Returning
ORD100072,2025-03-07 23:03:58,CUST1620,Australia,Mobile,Social,Completed,P1033,Perfume,Beauty,1,18.85,13.77,0.0,18.85,13.77,1.31,1,2.47,1.3,0,Loyal
ORD100072,2025-03-07 23:03:58,CUST1620,Australia,Mobile,Social,Completed,P1015,Webcam,Electronics,1,108.75,58.48,0.0,108.75,58.48,4.53,7,8.94,36.8,0,Loyal
ORD100096,2025-03-08 05:04:32,CUST1648,Nigeria,Web,Social,Completed,P1021,Air Fryer,Home,1,35.48,26.14,0.05,33.71,26.14,4.89,10,7.13,-4.45,0,Returning
ORD100033,2025-03-08 13:14:11,CUST1823,Spain,Web,Organic,Completed,P1030,Moisturizer,Beauty,1,27.97,17.06,0.2,22.38,17.06,0.8,10,11.01,-6.49,0,Loyal
ORD100212,2025-03-10 08:46:56,CUST1120,Brazil,Web,Social,Completed,P1020,Coffee Maker,Home,1,69.31,48.47,0.0,69.31,48.47,3.46,5,3.85,13.53,0,Returning
ORD101046,2025-03-10 12:01:12,CUST1687,Australia,Web,Email,Completed,P1033,Perfume,Beauty,1,18.85,14.47,0.15,16.02,14.47,2.88,1,3.15,-4.48,0,New
ORD101046,2025-03-10 12:01:12,CUST1687,Australia,Web,Email,Completed,P1024,Throw Pillow,Home,1,29.11,18.29,0.15,24.74,18.29,2.44,3,5.25,-1.24,0,New
ORD100041,2025-03-10 20:02:48,CUST1031,Spain,Web,Organic,Completed,P1007,Dress,Apparel,2,55.35,37.88,0.0,110.7,75.76,0.56,2,2.99,31.39,0,New
ORD100479,2025-03-10 23:39:15,CUST1517,Germany,Web,PPC,Completed,P1038,Body Lotion,Beauty,1,13.44,6.95,0.0,13.44,6.95,1.69,10,13.11,-8.31,0,Loyal
ORD100672,2025-03-12 03:44:46,CUST1514,Germany,Web,Social,Completed,P1007,Dress,Apparel,1,55.35,27.24,0.0,55.35,27.24,2.41,3,3.64,22.06,0,Returning
ORD100672,2025-03-12 03:44:46,CUST1514,Germany,Web,Social,Completed,P1019,Fitness Band,Electronics,1,91.75,47.46,0.15,77.99,47.46,0.88,4,3.26,26.39,0,Returning
ORD100025,2025-03-12 13:51:42,CUST1884,Australia,Web,Organic,Completed,P1029,Storage Box,Home,2,34.17,26.36,0.1,61.51,52.72,0.35,2,4.08,4.36,0,New
ORD100025,2025-03-12 13:51:42,CUST1884,Australia,Web,Organic,Completed,P1016,Keyboard,Electronics,2,99.74,46.23,0.05,189.51,92.46,0.47,3,3.44,93.14,0,New
ORD100920,2025-03-13 00:21:01,CUST1910,France,Mobile,Organic,Completed,P1026,Desk Lamp,Home,2,16.98,12.17,0.1,30.56,24.34,0.72,5,4.26,1.24,0,Returning
ORD100319,2025-03-13 17:30:11,CUST1379,Germany,Web,Affiliate,Completed,P1027,Rug,Home,1,47.51,28.0,0.0,47.51,28.0,0.83,4,6.31,12.37,0,Returning
ORD100979,2025-03-13 19:23:57,CUST1474,France,Mobile,Email,Completed,P1016,Keyboard,Electronics,1,99.74,55.37,0.0,99.74,55.37,5.0,5,6.99,32.38,0,Returning
ORD100979,2025-03-13 19:23:57,CUST1474,France,Mobile,Email,Completed,P1012,Smart Watch,Electronics,2,124.84,62.35,0.0,249.68,124.7,0.65,2,3.77,120.56,0,Returning
ORD100323,2025-03-13 19:32:33,CUST1715,United States,Web,Organic,Completed,P1030,Moisturizer,Beauty,1,27.97,14.13,0.0,27.97,14.13,1.0,2,4.0,8.84,0,Returning
ORD100302,2025-03-15 07:45:47,CUST1656,United Kingdom,Mobile,Organic,Completed,P1011,Bluetooth Speaker,Electronics,2,110.69,67.74,0.05,210.31,135.48,0.36,3,3.72,70.75,0,Returning
ORD100302,2025-03-15 07:45:47,CUST1656,United Kingdom,Mobile,Organic,Completed,P1003,Sneakers,Apparel,1,70.46,45.31,0.0,70.46,45.31,0.18,2,3.69,21.28,0,Returning
ORD100963,2025-03-16 09:49:43,CUST1715,Nigeria,Mobile,Organic,Returned,P1011,Bluetooth Speaker,Electronics,1,110.69,78.78,0.0,110.69,78.78,0.57,2,2.91,28.43,1,Returning
